area_type,location,size,total_sqft,bath,balcony,price
2,256,14,1600.0,2.0,2.0,110.0
2,1033,19,750.0,2.0,0.0,110.0
2,1051,19,2400.0,4.0,1.5843757375501535,700.0
0,246,13,955.0,1.0,2.0,34.01
1,139,16,1750.0,3.0,3.0,100.0
1,1179,16,1425.0,2.0,2.0,64.0
1,223,16,2150.0,3.0,2.0,265.0
1,1252,13,1165.0,2.0,1.0,40.5
1,637,13,1050.0,2.0,2.0,48.0
1,335,16,1370.0,2.0,2.0,75.0
1,417,16,1374.0,2.0,1.0,72.0
1,509,16,1754.0,3.0,2.0,124.0
1,716,16,1847.0,3.0,2.0,110.0
1,110,16,1850.0,4.0,3.0,139.0
2,317,17,3297.0,3.0,1.0,135.0
1,392,13,1187.0,2.0,2.0,45.0
0,271,16,1400.0,2.0,1.0,40.44
2,689,17,600.0,2.0,0.0,30.0
1,302,13,1350.0,2.0,3.0,180.0
2,384,17,3000.0,2.0,2.0,120.0
1,1148,0,693.0,1.0,1.0,34.3
1,357,16,1980.0,3.0,2.0,224.0
1,626,13,1021.0,2.0,1.0,48.0
1,1153,13,1165.0,2.0,2.0,95.0
1,533,16,1756.0,3.0,2.0,92.0
1,249,16,1739.0,3.0,1.0,105.0
1,1190,13,1280.0,2.0,1.5843757375501535,65.0
1,799,13,1215.0,2.0,2.0,58.86
1,832,13,950.0,2.0,1.0,46.5
0,688,16,1082.0,2.0,1.0,49.0
1,72,13,1050.0,2.0,1.0,42.0
1,365,13,1080.0,2.0,0.0,53.35
1,142,13,1100.0,2.0,2.0,55.0
2,139,19,3200.0,4.0,1.0,205.0
1,1039,13,1311.0,2.0,1.0,78.0
1,972,16,1608.0,3.0,1.0,67.98
1,232,13,1160.0,2.0,2.0,36.0
1,1252,13,1170.0,2.0,1.0,71.0
1,688,13,1155.0,2.0,2.0,40.6
1,513,16,1255.0,2.0,1.0,77.68
1,999,13,1065.0,2.0,2.0,44.95
1,876,0,674.0,1.0,1.0,21.0
1,110,16,1936.0,4.0,2.0,126.0
1,1037,16,2289.0,3.0,2.0,260.0
1,85,13,1100.0,2.0,1.0,38.45
1,987,16,2257.0,4.0,2.0,157.0
1,848,13,1055.0,2.0,2.0,55.0
1,972,16,1530.0,3.0,3.0,51.87
1,376,16,1700.0,3.0,1.0,97.0
1,972,16,1575.0,2.0,2.0,78.0
0,428,16,3500.0,4.0,2.0,330.0
1,986,13,1263.0,2.0,1.0,93.32
1,626,16,1559.0,3.0,0.0,69.315
1,690,13,1043.0,2.0,2.0,65.0
1,518,13,1255.0,2.0,2.0,53.5
1,575,13,1352.5,2.0,0.0,93.865
1,304,0,590.0,1.0,0.0,13.57
2,1261,17,1550.0,3.0,1.0,120.0
1,1039,16,1220.0,3.0,3.0,56.0
1,1010,16,1900.0,3.0,3.0,160.0
1,1195,16,1360.0,3.0,3.0,55.0
0,1246,13,1100.0,2.0,1.0,75.0
1,74,16,1455.0,3.0,2.0,73.31
0,626,13,1035.0,2.0,1.0,40.5
1,509,13,1152.0,2.0,2.0,69.0
1,236,13,1299.0,2.0,2.0,82.0
1,1039,16,1157.0,2.0,1.0,75.0
1,964,13,1050.0,2.0,2.0,52.5
1,908,13,1050.0,2.0,2.0,40.0
1,1242,13,1246.0,2.0,1.0,67.4
0,1040,16,1929.0,3.0,2.0,115.0
1,518,13,1285.0,2.0,1.0,60.0
2,803,17,1200.0,2.0,0.0,65.0
0,209,18,3161.0,4.0,3.0,214.0
0,175,16,1850.0,3.0,1.5843757375501535,170.0
0,1091,16,1025.0,2.0,0.0,37.0
0,786,13,1124.0,3.0,2.0,80.0
1,188,13,1012.0,2.0,1.0,54.59
1,453,25,4500.0,5.0,3.0,250.0
1,74,13,871.0,2.0,2.0,55.0
0,331,13,1020.0,2.0,2.0,40.0
1,964,16,1550.0,3.0,3.0,73.5
2,116,17,3515.0,3.0,1.0,420.0
1,98,16,1410.0,2.0,2.0,80.0
2,317,19,3500.0,5.0,3.0,150.0
1,1252,13,1118.0,2.0,1.0,75.0
1,1148,13,1098.0,2.0,1.0,68.0
1,658,13,1130.0,2.0,1.0,45.2
1,1039,13,1145.0,2.0,2.0,75.0
2,635,17,950.0,3.0,1.0,80.0
1,189,13,1051.0,2.0,1.0,33.0
2,1152,26,600.0,7.0,1.5843757375501535,108.0
1,799,13,1102.0,2.0,2.0,53.67
1,589,13,1478.0,2.0,2.0,125.0
1,304,0,645.0,1.0,1.0,16.45
2,513,13,823.0,2.0,1.0,50.63
1,86,13,880.0,2.0,1.0,35.0
0,626,19,600.0,5.0,2.0,75.0
1,278,16,1991.0,4.0,2.0,100.0
0,1138,16,1100.0,3.0,1.0,50.0
1,478,16,1745.0,3.0,2.0,115.0
0,486,13,1226.0,3.0,1.0,135.0
2,232,17,680.0,4.0,1.0,68.0
1,4,13,1100.0,2.0,1.0,70.0
2,205,19,1200.0,4.0,3.0,195.0
1,62,13,1450.0,2.0,1.0,58.0
1,1084,18,3366.0,4.0,1.5843757375501535,120.0
0,1025,13,1150.0,2.0,1.0,54.0
1,664,16,1843.0,3.0,2.0,95.84
2,205,19,2200.0,4.0,2.0,195.0
0,269,13,1090.0,3.0,2.0,44.0
1,637,13,1132.0,2.0,2.0,42.0
1,549,13,1375.0,2.0,2.0,80.0
2,72,19,1500.0,5.0,3.0,220.0
1,1148,0,760.0,1.0,2.0,50.3
1,637,13,1180.0,2.0,2.0,65.0
1,606,13,918.0,2.0,2.0,45.0
2,964,22,600.0,5.0,1.5843757375501535,50.0
0,803,14,1200.0,1.0,0.0,53.0
1,494,13,1372.0,2.0,1.0,61.0
2,26,26,2400.0,7.0,3.0,355.0
1,139,16,1728.0,3.0,2.0,95.0
1,786,16,2215.0,3.0,1.0,275.0
1,175,13,1200.0,2.0,2.0,80.0
1,67,13,1280.0,2.0,1.5843757375501535,56.0
2,549,19,800.0,4.0,1.5843757375501535,110.0
1,284,16,1455.0,2.0,2.0,56.0
1,8,2,440.0,1.0,0.0,28.0
2,664,17,1500.0,3.0,2.0,97.0
1,1252,16,1800.0,3.0,1.5843757375501535,110.0
1,837,16,1525.0,3.0,2.0,96.0
1,964,13,1204.0,2.0,3.0,38.5
1,896,13,1225.0,2.0,1.0,53.55
0,646,24,800.0,6.0,3.0,98.0
1,216,16,1650.0,3.0,1.5843757375501535,122.0
0,417,16,880.0,2.0,1.0,18.0
0,259,19,4200.0,4.0,2.0,255.0
2,1166,14,1200.0,2.0,0.0,55.0
2,1039,19,1152.0,4.0,1.0,230.0
1,77,13,1005.0,2.0,1.0,42.0
1,1252,16,1562.0,3.0,2.0,103.0
0,365,19,5000.0,5.0,2.0,395.0
2,181,24,810.0,5.0,2.0,95.0
1,990,13,1200.0,2.0,3.0,42.0
1,670,16,1555.0,3.0,2.0,82.5
2,626,14,1550.0,2.0,1.0,71.0
1,1252,13,1190.0,2.0,2.0,67.0
0,326,13,1070.0,2.0,2.0,50.0
2,1039,13,1800.0,2.6926096474673513,1.5843757375501535,28.785
1,590,13,1020.0,2.0,1.0,42.48
1,1261,16,1610.0,3.0,1.0,115.0
1,940,0,700.0,1.0,1.0,41.0
1,99,16,1300.0,2.0,1.0,49.0
1,513,13,1420.0,2.0,1.0,123.0
2,1216,30,1200.0,9.0,2.0,100.0
2,513,16,1069.0,3.0,2.0,65.4
1,799,16,1900.0,3.0,3.0,123.0
1,895,13,1655.0,2.0,1.0,97.65
1,1179,13,1155.0,2.0,2.0,40.42
0,1039,16,1300.0,2.0,2.0,70.0
1,417,13,1100.0,2.0,2.0,45.0
1,396,13,1030.0,2.0,2.0,42.0
1,1242,13,2105.0,2.0,1.0,70.2
0,252,16,1700.0,3.0,2.0,126.0
1,584,16,1760.0,3.0,2.0,139.0
0,635,30,6200.0,9.0,0.0,200.0
0,31,13,1400.0,2.0,1.0,67.0
1,1101,13,1200.0,2.0,0.0,53.0
0,216,13,912.0,2.0,1.0,55.0
1,1252,13,1102.0,2.0,1.0,48.0
1,307,16,1535.0,3.0,1.0,55.0
1,506,13,1243.0,2.0,2.0,46.0
1,606,13,918.0,2.0,2.0,63.2
1,232,16,1500.0,2.0,3.0,70.0
2,814,17,3000.0,3.0,0.0,250.0
1,670,16,1476.0,3.0,0.0,89.0
1,837,13,1200.0,2.0,3.0,65.0
1,1222,0,606.0,1.0,0.0,34.78
1,1238,13,1100.0,2.0,3.0,61.0
1,443,16,1295.0,2.0,1.0,59.5
0,876,0,527.0,1.0,0.0,26.0
1,889,13,1300.0,2.0,2.0,80.0
2,269,17,680.0,4.0,1.0,68.0
2,91,1,1260.0,1.0,0.0,41.0
0,713,13,1140.0,2.0,1.0,75.2
2,166,1,1500.0,1.0,0.0,37.5
1,1252,16,2321.0,4.0,1.0,128.0
1,1039,13,1390.0,2.0,2.0,62.0
1,1039,16,1725.0,3.0,3.0,90.0
1,513,18,3067.0,4.0,1.0,310.0
1,522,16,1186.0,2.0,1.0,63.0
1,664,13,1230.0,2.0,1.0,85.0
0,7,0,600.0,1.0,1.0,17.0
1,1267,16,1313.0,3.0,1.0,96.0
2,1138,14,900.0,2.0,0.0,55.0
1,108,13,1250.0,2.0,2.0,66.25
2,489,30,1200.0,6.0,3.0,280.0
1,267,0,660.0,1.0,1.0,54.0
1,223,13,1036.0,2.0,2.0,105.0
0,713,18,2700.0,4.0,3.0,450.0
1,896,13,1100.0,2.0,1.0,70.0
2,365,13,1950.0,2.6926096474673513,1.5843757375501535,46.8
2,175,19,1500.0,2.0,1.0,450.0
2,1084,19,525.0,5.0,2.0,56.0
0,422,13,1015.0,2.0,1.0,56.0
2,466,1,812.0,1.0,0.0,26.0
0,866,16,1360.0,2.0,2.0,65.0
1,879,16,2167.0,3.0,3.0,170.0
1,972,13,1200.0,2.0,1.0,35.0
1,464,13,1165.0,2.0,2.0,75.0
1,175,13,1274.0,2.0,2.0,70.0
1,972,13,1151.0,2.0,2.0,39.02
2,1216,24,1060.0,6.0,3.0,110.0
1,1159,16,1626.0,2.0,2.0,120.0
1,204,13,1035.0,2.0,2.0,35.77
2,1062,17,1272.0,4.0,0.0,75.0
0,604,13,965.0,2.0,1.0,45.0
2,424,22,1600.0,5.0,2.0,140.0
1,715,13,1070.0,2.0,1.0,42.79
0,972,16,1570.0,2.0,2.0,65.0
0,1245,13,1559.6266939129125,2.0,2.0,38.0
1,682,13,780.0,2.0,2.0,25.0
1,438,16,1000.0,2.0,1.0,65.0
2,77,19,1200.0,3.0,2.0,188.0
0,1165,26,7500.0,7.0,2.0,400.0
0,62,16,1700.0,2.0,3.0,100.0
1,506,16,1850.0,3.0,1.5843757375501535,110.0
0,694,13,904.0,2.0,1.0,30.0
1,1070,13,1121.0,2.0,1.0,43.72
1,72,16,1385.0,2.0,2.0,58.17
1,1025,13,1270.0,2.0,1.0,69.85
1,664,16,1450.0,3.0,3.0,56.0
2,553,17,2400.0,4.0,2.0,325.0
1,773,0,730.0,1.0,1.0,35.0
1,972,16,1580.0,3.0,3.0,53.56
1,1148,13,1111.0,2.0,1.0,50.0
2,688,19,1125.0,2.0,1.0,88.0
1,1190,13,977.0,2.0,2.0,36.0
1,485,13,674.0,1.0,1.0,19.9
2,848,17,600.0,3.0,1.0,83.0
2,1038,19,2540.0,4.0,1.0,115.0
1,584,13,1290.0,2.0,1.0,100.0
2,727,17,600.0,3.0,1.0,98.0
1,86,13,795.0,2.0,1.0,32.54
1,664,13,700.0,1.0,1.0,35.0
0,109,13,1463.0,1.0,1.0,142.0
0,1222,17,1000.0,3.0,0.0,140.0
1,1001,16,1306.0,2.0,2.0,58.0
1,58,16,2401.0,3.0,2.0,185.0
2,272,19,1670.0,3.0,0.0,135.0
0,600,16,1875.0,2.0,3.0,235.0
2,805,17,1200.0,3.0,1.0,90.0
1,382,16,1804.0,3.0,2.0,121.0
1,29,16,2065.0,4.0,1.0,210.0
1,542,16,1225.0,3.0,1.0,40.0
1,1148,13,1185.5,2.0,0.0,58.68
1,236,13,900.0,2.0,2.0,56.0
1,267,13,1350.0,2.0,1.0,91.0
1,638,0,700.0,1.0,0.0,36.0
1,837,13,1005.0,2.0,0.0,35.175
1,928,13,1160.0,2.0,1.0,46.39
1,522,16,1680.0,3.0,1.5843757375501535,99.27
2,737,13,1043.0,2.0,2.0,55.0
2,542,19,1200.0,4.0,1.0,120.0
1,513,13,1040.0,2.0,2.0,46.0
1,1165,16,1357.0,2.0,2.0,65.0
2,871,26,1600.0,7.0,1.0,104.0
1,1210,13,1225.0,2.0,2.0,47.0
2,1123,30,1500.0,6.0,1.0,80.0
1,1260,13,1130.0,2.0,2.0,40.0
0,223,19,2500.0,4.0,1.0,150.0
2,1118,16,1700.0,3.0,3.0,120.0
1,396,16,1549.0,3.0,2.0,65.0
1,1267,13,1400.0,2.0,2.0,100.0
1,382,13,1080.0,2.0,2.0,50.0
0,1176,13,1180.0,2.0,2.0,100.0
2,305,26,780.0,7.0,3.0,150.0
1,402,16,1800.0,3.0,2.0,150.0
1,506,13,1225.0,2.0,1.0,67.38
0,305,0,890.0,1.0,1.0,75.0
1,86,13,1005.0,2.0,1.0,39.59
1,1252,13,1320.0,2.0,1.0,95.0
0,118,18,1475.0,2.0,1.0,50.0
1,722,16,1707.0,2.6926096474673513,1.5843757375501535,99.745
1,497,13,1110.0,2.0,2.0,51.0
2,930,14,1300.0,2.0,0.0,54.0
2,1187,22,600.0,3.0,1.0,86.0
1,417,13,1128.0,2.0,1.0,65.35
1,584,13,1452.19,2.0,1.0,100.0
2,75,17,2400.0,3.0,2.0,290.0
1,194,16,2600.0,4.0,1.0,135.0
1,1037,16,2500.0,4.0,2.0,325.0
0,1033,13,630.0,1.0,1.0,35.0
1,536,13,1243.0,2.0,2.0,48.5
0,1095,13,960.0,2.0,2.0,32.0
1,199,16,1690.0,3.0,2.0,100.0
0,1252,13,735.0,2.0,1.0,35.0
1,208,13,1365.0,2.0,2.0,73.0
1,976,21,2849.0,5.0,0.0,300.0
1,513,13,1420.0,2.0,1.0,99.39
1,1089,16,1570.0,3.0,3.0,68.0
1,268,13,850.0,1.0,1.0,32.0
1,72,16,1575.0,2.0,2.0,110.0
1,1153,13,1418.0,2.0,2.0,104.0
1,1179,13,1050.0,2.0,1.0,42.0
1,522,13,1065.0,2.0,1.0,42.6
0,1176,16,1340.0,3.0,0.0,90.0
1,1262,16,1610.0,3.0,2.0,92.0
0,419,13,1160.0,2.0,1.0,33.5
1,721,13,1092.0,2.0,2.0,44.0
1,918,13,1194.0,2.0,2.0,47.0
1,1261,16,1455.0,3.0,1.0,61.5
1,86,0,734.0,1.0,0.0,19.82
0,1028,13,799.0,2.0,1.0,38.0
0,1252,16,1896.0,3.0,1.0,75.0
1,139,13,1100.0,2.0,1.0,48.0
0,236,13,1350.0,2.0,1.0,79.0
1,107,16,1355.0,3.0,1.0,61.0
1,417,13,1128.0,2.0,1.0,65.0
2,921,14,1350.0,2.0,0.0,90.0
1,352,16,3875.0,3.0,2.0,864.0
1,670,16,1493.0,3.0,2.0,82.0
1,74,13,1098.0,2.0,1.0,43.91
1,194,16,1900.0,2.0,1.0,170.0
1,400,16,1460.0,3.0,2.0,88.0
1,428,16,2350.0,4.0,3.0,285.0
2,534,22,1600.0,5.0,3.0,140.0
1,1190,13,1091.0,2.0,1.0,32.0
1,1261,13,1180.0,2.0,3.0,42.0
1,664,13,1366.0,3.0,1.0,76.85
1,955,16,1685.0,3.0,2.0,95.0
0,713,13,1260.0,2.0,3.0,100.0
2,1252,17,3010.0,3.0,2.0,200.0
2,990,17,1330.0,4.0,1.0,140.0
2,783,14,1200.0,2.0,0.0,130.0
1,1252,13,1346.0,2.0,1.0,96.17
1,304,0,630.0,1.0,0.0,13.86
1,1039,16,1476.0,2.6926096474673513,1.5843757375501535,98.94
1,72,16,1850.0,3.0,2.0,140.0
2,428,22,2350.0,2.0,0.0,423.0
1,417,13,755.0,1.0,1.0,34.0
2,226,22,800.0,5.0,2.0,98.0
1,918,13,1194.0,2.0,2.0,46.0
1,1252,16,3850.0,5.0,1.5843757375501535,316.0
1,513,18,4235.0,4.0,2.0,365.0
2,733,1,800.0,1.0,0.0,52.0
1,964,16,2250.0,3.0,1.0,195.0
1,1222,13,1352.0,2.0,2.0,68.0
1,1148,16,2002.0,3.0,2.0,112.0
2,261,19,4000.0,5.0,1.0,280.0
0,678,13,1060.0,2.0,2.0,45.0
1,664,16,1419.59,2.0,1.0,59.0
1,972,13,1196.0,2.0,2.0,51.15
0,417,16,1220.0,2.0,2.0,35.24
1,422,16,1595.0,3.0,2.0,75.0
1,194,13,1260.0,2.0,3.0,75.0
1,513,13,1100.0,2.0,2.0,47.0
1,428,13,1550.0,2.0,2.0,140.0
1,554,13,1180.0,2.0,3.0,52.0
2,417,19,4000.0,5.0,1.0,150.0
0,98,16,1662.0,3.0,2.0,85.0
1,518,13,1285.0,2.0,1.0,60.0
2,98,19,1080.0,4.0,1.0,75.0
1,110,16,1862.0,3.0,2.0,119.0
1,972,13,1419.0,2.0,2.0,48.0
0,1252,16,1410.0,3.0,2.0,43.71
1,972,16,1560.0,2.0,2.0,62.4
2,320,22,1100.0,4.0,3.0,150.0
1,1148,16,1634.0,3.0,3.0,78.0
2,110,22,5530.0,5.0,3.0,627.0
0,1252,16,1150.0,2.0,3.0,44.0
1,144,13,1100.0,2.0,1.5843757375501535,53.0
1,1261,16,1616.0,3.0,1.0,65.0
1,854,13,1392.0,2.0,1.0,99.0
1,584,16,1798.0,3.0,1.0,120.0
1,181,16,1675.0,3.0,3.0,75.0
2,255,14,792.0,2.0,1.0,70.0
1,1188,21,2000.0,4.0,1.0,103.0
0,529,26,600.0,7.0,3.0,89.0
1,513,16,1700.0,3.0,2.0,124.0
1,549,13,1248.0,2.0,1.0,69.0
0,643,13,1147.0,2.0,1.0,54.0
1,1118,13,1100.0,2.0,2.0,40.0
1,1222,16,1527.0,3.0,2.0,115.0
2,1065,22,2400.0,5.0,2.0,235.0
1,664,0,525.0,1.0,1.0,25.0
1,637,13,1100.0,2.0,3.0,58.0
1,1054,13,1118.0,2.0,2.0,37.5
1,658,16,1476.0,3.0,1.0,75.0
0,462,16,2100.0,3.0,1.0,75.0
1,1008,16,1215.0,2.0,2.0,46.5
1,108,13,1332.0,2.0,1.0,79.0
1,522,13,1350.0,2.0,3.0,49.0
2,715,19,600.0,4.0,1.0,81.0
1,506,13,1243.0,2.0,2.0,46.0
1,839,13,1105.0,2.0,2.0,49.73
2,907,17,1500.0,2.0,1.0,200.0
1,670,13,1200.0,2.0,2.0,50.0
1,987,13,1251.0,2.0,1.0,47.4
1,650,13,883.0,2.0,1.0,45.0
1,908,16,1400.0,2.0,3.0,67.0
1,976,16,1800.0,3.0,3.0,260.0
1,515,16,1703.0,3.0,2.0,113.0
1,841,21,2500.0,5.0,3.0,130.0
1,1190,16,1250.0,3.0,1.5843757375501535,71.0
1,606,13,933.0,2.0,2.0,43.0
2,1296,1,461.82,1.0,1.0,31.7
1,277,13,1262.0,2.0,1.0,75.0
1,1261,13,915.0,2.0,2.0,48.0
1,914,16,1370.0,2.0,2.0,61.5
1,785,13,1210.0,2.0,3.0,55.0
1,705,16,2392.0,4.0,2.0,260.0
2,1135,17,1500.0,2.0,0.0,85.0
1,470,13,1065.0,2.0,3.0,50.0
1,976,18,3100.0,4.0,2.0,570.0
1,990,16,1515.0,3.0,3.0,65.0
2,1041,19,1800.0,4.0,1.5843757375501535,110.0
1,1148,16,1445.0,2.0,3.0,40.31
1,1179,16,1300.0,2.0,1.0,55.0
0,1222,13,989.0,2.0,0.0,60.0
1,584,13,1300.0,2.0,1.0,85.0
1,304,16,1185.0,2.0,2.0,30.22
2,230,22,1350.0,3.0,1.0,110.0
1,799,13,1045.0,2.0,3.0,60.0
1,1230,13,1205.0,2.0,2.0,42.18
1,311,13,1260.0,2.0,1.0,75.0
2,367,22,1320.0,5.0,2.0,199.0
1,1176,16,1500.0,2.0,2.0,125.0
1,269,16,1250.0,2.0,2.0,42.5
0,796,13,1199.0,2.0,2.0,50.0
1,522,13,1385.0,2.0,1.0,83.09
2,375,24,1222.0,5.0,3.0,250.0
1,745,13,1149.0,2.0,1.0,75.0
1,1039,16,2180.0,3.0,2.0,170.0
2,1138,28,1200.0,7.0,1.0,110.0
1,611,3,12000.0,12.0,1.5843757375501535,525.0
2,1160,22,1200.0,5.0,0.0,195.0
1,549,16,1818.0,3.0,1.0,135.0
1,1245,13,1070.0,2.0,2.0,33.0
1,976,16,1640.0,3.0,2.0,241.0
0,848,16,1350.0,2.0,2.0,54.6
0,304,13,630.0,1.0,1.0,27.0
1,530,13,1430.0,2.0,2.0,113.0
1,853,16,2430.0,4.0,3.0,180.0
2,885,24,1500.0,7.0,3.0,220.0
1,1039,13,1084.0,2.0,3.0,55.0
1,522,16,1186.0,2.0,1.0,56.0
0,688,13,1255.0,2.0,2.0,50.0
1,506,18,3400.0,5.0,3.0,240.0
1,536,16,1541.0,3.0,1.0,69.84
1,559,18,3596.0,5.0,1.0,282.0
1,972,13,1295.0,2.0,2.0,70.0
2,670,17,1000.0,4.0,3.0,110.0
0,1034,16,2820.0,3.0,1.5843757375501535,285.0
1,72,16,1370.0,2.0,2.0,54.79
1,417,13,1100.0,2.0,1.0,40.0
1,513,18,4772.0,6.0,2.0,510.0
1,976,13,1370.0,2.0,1.0,170.0
1,72,16,1370.0,2.0,1.0,54.79
1,575,13,1200.0,2.0,2.0,62.0
2,484,19,2000.0,3.0,0.0,95.0
0,77,18,3500.0,4.0,1.5843757375501535,300.0
2,43,22,1200.0,4.0,3.0,240.0
2,688,19,2400.0,5.0,2.0,253.0
1,1039,16,1220.0,3.0,2.0,62.0
0,661,17,1950.0,3.0,2.0,130.0
1,1089,13,1178.0,2.0,3.0,73.0
1,358,16,1286.0,3.0,2.0,61.44
1,232,13,1160.0,2.0,2.0,42.0
1,606,13,918.0,2.0,2.0,55.0
1,417,16,1563.0,3.0,2.0,91.84
1,469,13,1326.0,2.0,1.0,62.17
1,48,16,1350.0,2.0,2.0,140.0
1,513,18,3960.0,5.0,3.0,386.0
1,232,13,1240.0,2.0,2.0,39.06
1,637,13,1325.0,2.0,2.0,50.0
1,1093,13,1100.0,2.0,1.0,44.0
1,352,16,3875.0,3.0,2.0,800.0
1,461,16,1605.0,3.0,2.0,50.0
1,522,21,5600.0,5.0,3.0,515.0
1,1089,13,1260.0,2.0,1.0,60.0
1,530,16,1553.0,3.0,2.0,83.09
1,1252,13,1280.0,2.0,2.0,52.0
1,513,16,1550.0,2.0,2.0,75.0
1,142,16,1445.0,2.0,2.0,125.0
1,833,16,1550.0,3.0,2.0,74.0
1,422,16,1515.0,2.0,1.0,80.91
1,536,16,1332.0,2.0,1.0,86.12
1,417,16,1652.0,3.0,2.0,70.0
1,515,16,1570.0,3.0,1.0,105.0
2,1039,19,5400.0,4.0,3.0,725.0
1,1049,0,794.0,1.0,1.0,60.0
2,1054,17,1200.0,2.0,0.0,62.0
0,72,19,3600.0,3.0,2.0,410.0
2,539,17,1200.0,3.0,2.0,175.0
1,575,18,1650.0,3.0,1.0,220.0
2,305,19,600.0,2.0,1.0,85.0
1,493,16,2800.0,3.0,2.0,250.0
1,1039,16,1750.0,3.0,2.0,110.0
0,513,13,1053.0,2.0,1.0,48.0
1,664,16,1100.0,3.0,2.0,53.0
1,634,16,1665.0,3.0,3.0,70.0
2,901,19,4051.0,4.0,3.0,345.0
2,786,19,5500.0,5.0,1.0,1500.0
0,270,16,1447.0,3.0,2.0,80.0
0,188,13,1012.0,2.0,1.0,75.0
1,785,16,1900.0,3.0,2.0,60.0
1,869,13,1308.0,2.0,2.0,92.66
1,474,18,3250.0,4.0,1.5843757375501535,230.0
1,535,0,1351.0,2.0,1.0,53.0
1,417,13,1000.0,2.0,2.0,22.0
2,572,19,1200.0,4.0,2.0,350.0
1,484,13,1140.0,2.0,2.0,49.11
1,584,18,3181.0,4.0,0.0,260.5
0,1179,16,1250.0,2.0,1.0,55.0
1,658,16,1290.0,3.0,3.0,45.15
1,110,13,1424.0,2.0,2.0,90.0
1,443,16,1320.0,2.0,2.0,60.6
0,98,16,1662.0,3.0,2.0,85.5
1,1061,21,8321.0,5.0,3.0,2700.0
1,232,13,1200.0,2.0,2.0,45.0
0,713,16,1975.0,3.0,1.5843757375501535,210.0
1,443,16,1295.0,2.0,2.0,59.5
1,230,16,1777.0,3.0,2.0,100.0
1,635,16,1900.0,3.0,1.5843757375501535,108.0
1,118,16,1576.0,3.0,2.0,59.1
1,1091,13,1020.0,2.0,3.0,41.0
1,472,16,2100.0,3.0,3.0,170.0
1,972,0,648.0,1.0,1.0,31.75
1,876,16,1167.0,2.0,1.0,38.0
2,1246,26,1000.0,7.0,3.0,160.0
1,530,13,1220.0,2.0,2.0,50.89
1,707,16,2350.0,5.0,1.0,327.0
1,1242,13,1259.0,2.0,1.0,67.4
0,466,19,2000.0,4.0,2.0,82.0
1,74,16,1800.0,3.0,1.0,80.0
0,342,16,1991.0,3.0,2.0,160.0
1,215,16,1665.0,3.0,3.0,110.0
0,531,13,1234.0,2.0,1.0,61.0
1,837,16,1340.0,2.0,2.0,64.31
1,194,13,1170.0,2.0,2.0,46.79
0,422,13,995.0,2.0,0.0,46.0
1,895,13,1075.0,2.0,2.0,60.0
1,417,13,1025.0,2.0,1.0,54.5
1,964,16,2721.0,3.0,2.0,113.0
1,1148,16,2000.0,3.0,2.0,99.0
1,1252,18,2500.0,4.0,3.0,155.0
1,783,13,1325.0,2.0,2.0,70.0
1,635,13,1314.0,2.0,3.0,68.2
1,664,16,2265.0,3.0,2.0,136.0
0,72,26,4800.0,7.0,0.0,170.0
1,1261,13,1026.0,2.0,1.0,41.0
0,1129,16,1200.0,3.0,2.0,66.0
0,631,16,2220.0,4.0,2.0,65.0
1,626,13,1192.5,2.0,0.0,51.22
1,513,13,1420.0,2.0,1.0,99.39
1,1039,16,1888.0,4.0,1.0,95.0
1,575,13,1300.0,2.0,1.0,90.87
1,976,13,1216.0,2.0,0.0,97.16
2,893,19,3000.0,4.0,3.0,342.0
0,231,16,1559.0,3.0,2.0,63.0
1,509,13,1290.0,2.0,1.0,87.0
2,760,24,2400.0,6.0,1.5843757375501535,245.0
0,1252,0,905.0,1.0,1.0,55.0
0,863,13,1069.0,2.0,1.5843757375501535,55.0
1,1041,13,829.0,2.0,1.0,22.8
0,713,13,1900.0,2.0,1.0,200.0
0,380,22,1559.6266939129125,5.0,1.0,140.0
0,1039,16,1300.0,3.0,2.0,60.0
1,306,13,1115.0,2.0,1.0,33.45
1,976,16,2409.0,3.0,2.0,360.0
1,110,16,2150.0,4.0,2.0,125.0
1,799,16,1305.0,2.0,1.0,69.0
1,664,13,1252.0,2.0,1.0,56.32
2,539,22,2400.0,5.0,1.5843757375501535,250.0
2,1252,14,1200.0,2.0,1.0,46.13
0,713,16,1750.0,3.0,1.0,130.0
1,419,13,545.0,1.0,1.0,35.0
2,167,14,1375.0,2.0,1.0,105.0
1,1115,13,1313.0,2.0,2.0,66.5
2,152,19,3640.0,4.0,1.0,275.0
1,100,16,1693.0,3.0,2.0,108.0
1,574,13,1160.0,2.0,1.0,41.75
2,1098,17,1200.0,3.0,0.0,200.0
1,1115,16,1255.0,2.0,2.0,79.0
2,626,19,1000.0,4.0,1.0,75.0
0,238,13,900.0,2.0,1.0,45.0
1,1262,16,1700.0,3.0,2.0,90.0
2,563,16,1875.0,3.0,1.0,180.0
2,1179,16,1700.0,3.0,2.0,88.0
1,509,16,1749.0,3.0,2.0,115.0
2,358,14,1500.0,3.0,1.0,65.0
1,1188,13,1175.0,2.0,1.0,48.0
0,98,13,1280.0,2.0,1.0,60.0
0,85,13,1200.0,2.0,2.0,50.0
1,987,16,1610.0,2.0,2.0,115.0
1,417,13,1070.0,2.0,1.0,46.0
